cod_individuo;num_apolices_ativas;tipo_cobertura;valor_premio_anual;tempo_cliente_dias;data_primeira_apolice;num_produtos_contratados;valor_cobertura_total;franquia_media;canal_aquisicao;pagamento_em_dia;desconto_aplicado_pct;metodo_pagamento
IND-221302243608;1;padrao;R$ 1.121,74;4628.0;29/09/2013;NA;174.564,13;452.19;Telefone ;OK;0.049;Boleto
IND-221301788436;1;Std;1178.71;3023.0;20 Feb 2018;4;155056.37;R$ 1.295,87;Digital;1;0.026;Cartao_Credito
IND-221302478577;4;Padrao;R$ 896,19;2158.0;07-04-2020;1;123643.99;R$992,52;Agente;OK;0.176;Boleto Bancario
IND-221300701492;1;PADRAO;R$1.328,76;4255.0;#N/D;5;R$ 204.868,14;1.268,32;Agente;1;0.044;debito
IND-221301184542;1;premium;R$1.140,18;4535.0;2013-12-31;4;172.467,61;1.290,21;Agente;S;0.025;CC
IND-221302659206;4;#N/D;R$1.316,97;30.0;2026/5/2;2;R$273.096,53;R$ 1.002,61;Digital;1;0.209;PIX
IND-221300480385;2;padrao;R$ 683,06;2383.0;22/11/2019;1;R$100.662,04;R$ 275,26;Agente;Em dia;0.057;DEB AUTO
IND-221302917682;3;Basic;1.460,07;3244.0;2017-07-14;1;91.987,84;611.03;Agente;Atrasado;0.135;PIX
IND-221300809549;4;BASICA;1539.5;2083.0;09-17-2020;  ;92518.44;1.008,95;Indicacao;1;0.15;Boleto Bancario
IND-221302038759;2;PADRAO;R$ 1.464,51;2231.0;22 Apr 2020;2;R$ 150.215;R$ 724,86;Digital;1;0.108;Cartao_Credito
IND-221302588707;1;PADRAO;1.096,79;3781.0;2016-01-24;4;R$ 172.420,69;R$ 810;Telefone;S;0.035;Debito Automatico
IND-221300557426;3;basica;1212.67;3184.0;09-12-2017;1;R$ 111.594,31;824.0;Digital ;0;0.112;Debito_Auto
IND-221303119299;2;Padrao;1120.7;3384.0;02-24-2017;2;133.091,58;R$ 505,81;Telefone;Atrasado;0.085;BOL
IND-221301734176; ;Premium;R$1.114,90;NULL;03-29-2023;2;R$ 158.497,65;R$718,32;Digital;OK;0.084;NULL
IND-221302115413;3;Padrao;941,61; ;21 Mar 2024; ;R$285.924,44;937.54;Agente;Em dia;0.061;Debito_Auto
IND-221301690791;1;Plus;R$1.527,29;2875.0; ;5;109120.75;1079.4;Indicacao;Nao;0.035;BOL
IND-221302361805;4;Std;1.944,50;980.0;2023-09-25;1;R$ 136.399;R$ 2.086,85; Agente;Sim;0.166;CC
IND-221301036389;5;Padrão;R$ 1.070,11;3130.0;11-05-2017;1;R$ 142.709,22;R$ 1.262,26;Indicacao;1;0.188;Boleto Bancario
IND-221303190112;5;Básica;1584.55;1842.0;05-16-2021;1;169.606,46;1.377,56;Agente;S;0.162;N/A
IND-221300797065;1;Prem.;1139.86;3982.0;07 Jul 2015;5;915099.64;R$1.230,49;Agente;S;null;BOL
IND-221301668147;2;Padrao;NA;3247.0;11 Jul 2017;2;132362.66;R$ 1.151,40;Telefone ;Em dia;0.086;BOL
IND-221300111922;1;premium;R$ 1.000,64;?;2015/12/2;4;147496.4;R$ 1.170;Digital;Sim;0.048;Debito Automatico
IND-221301491056;5;Basica;1661.67;30.0;NA;1;R$ 178.438,00;R$ 676,42;  Digital;1;0.168;Debito_Auto
IND-221301239214;1;BASICA;R$ 891;2377.0;11-28-2019;4;172470.52;R$ 767,53;Agente;Sim;0.036;Cartao_Credito
IND-221300305684;2;PREMIUM;R$ 1.203,84;498.0;2025-01-19;2;?;1284.79;Indicacao;S;0.085;Cartao
IND-221300202857;3;basica;R$1.119,01;5438.0;2011/7/12;1;107297.73;R$ 818,53;Telefone;0;0.135;Boleto Bancario
IND-221302293307;2;premium;R$ 1.308,62;3693.0;21/04/2016;1;61705.07;R$ 1.279,98;  Agente;Nao;0.06;Debito_Auto
IND-221300029070;1;PREMIUM;R$ 1.223,16;3301.0;18/05/2017;4;206.812,80;907.26;Agente;S;0.049;Cartão
IND-221301422827;2;;1.159,02;2350.0;12-25-2019;2;119007.27;590,77;Digital;1;0.086;Debito Automatico
IND-221302285730;1;Std;1014.22;2893.0;06-30-2018;4;163751.52;R$ 1.062; Indicacao;Sim;0.058;Cartao_Credito
IND-221303088038;  ;basica;R$ 784,89;2332.0;2020/1/12;1;  ;631.89;Indicacao;Em dia;0.173;Pix
IND-221301679694;3;Padrão;R$ 1.475,59;3839.0;2015/11/27;-;94.809,38;R$ 1.468,50;Agente;NA;0.109;debito
IND-221302863849;4;Básica;R$ 1.394,11;2261.0;23 Mar 2020;1;R$ 396.860,28;R$880,22; ;Nao;;Boleto Bancario
IND-221301209132;4;Plus;R$ 1.086,36;?;05-02-2026;1;?;R$ 871,09;Telefone;Em dia;0.156;Debito Automatico
IND-221303044245;3;BASICA;1022.78;2145.0;17 Jul 2020;2;R$ 230.583,59;557.23;  Agente;OK;0.106;boleto
IND-221300656842;2;NULL;R$822,19;1322.0;10-18-2022;1;112537.23;723.70;  Digital;1;0.068;PIX
IND-221301420270;1;padrao;R$ 1.204;2958.0;2018/4/26;3;R$ 115.258,09;R$ 729,08;Indicacao;Sim;0.036;Boleto
IND-221301500504;1;Std;R$ 1.407,27;3941.0;17 Aug 2015;5;R$ 130.798,06;R$ 998,94;Telefone;1;0.062;DEB AUTO
IND-221300232190;4;padrao;R$ -100,00;1759.0;2021/8/7;1;R$ 122.387,99;R$ 1.320,98;Telefone;OK;0.163;Boleto
IND-221300525643;1;Premium;R$1.023,26;3290.0;29 May 2017;4;R$ 541.537,92;1.079,17;Digital ;Sim;0.061;Debito Automatico
IND-221302982190;3;Básica;1.788,78;4301.0;22 Aug 2014;2;148.658,12;R$ 1.190,30;Agente;Sim;0.13;boleto
IND-221301898657;1;PADRAO;R$ 1.118,56;2551.0;2019/6/7;4;R$168.415,22;R$ 523,37;Agente;Em dia;0.034;debito
IND-221301913982;2;Padrão;1079.17;4473.0;03 Mar 2014;2;R$ 144.908,46;R$ 546,82;Indicacao;1;;debito
IND-221301336954;2;NULL;2408.77;3032.0;2018/2/11;5;170.647,43;R$ 1.886,61;Indicacao;Sim;0.07;debito
IND-221302861782;5;Basica;R$ 1.721,98;2695.0;14 Jan 2019;1;R$ 118.672,85;R$1.934,31;Telefone;Atrasado;0.213;Debito_Auto
IND-221301252101;3;Prem.;R$ 2.117;2841.0;2018-08-21;1;R$ 85.123,62;2407.19;Agente;Sim;0.136;Debito_Auto
IND-221302519136;1;PREMIUM;?;1365.0;2022-09-05;4;R$ 197.011,41;?;Digital;Sim;0.03;BOL
IND-221301331056;4;Básica;1365.79;758.0;2024/5/4;?;R$132.560,55;R$ 591,24;Agente;1;0.143;N/A
IND-221301660661;4;  ;R$ 1.151,28;3207.0;20/08/2017; ;129399.58;934.43;Agente;1;0.159;Cartao_Credito
IND-221303270150;1;Prem.;R$ 1.236,41;3847.0;2015/11/19;5;165323.56;1357.35; Digital;Sim;0.04;Debito Automatico
IND-221302742451;1;Premium;R$1.132,14;2750.0;11-20-2018;4;R$ 178.229,76;R$ 653,50; Digital;OK;0.036;Debito_Auto
IND-221302934047;2;BASICA;R$ 1.122,14;30.0;02 May 2026;2;R$ 166.133,34;R$533,20;Agente;Em dia;NA;Debito_Auto
IND-221300261035;1;Basica;R$ 1.209,65;3864.0;2015-11-02;5;180054.58;1199.28;Agente;1;0.056;pix
IND-221302851075;1;Std;1.512,49;4798.0;04-12-2013;5;116.524,14;R$ 1.803,68;Agente;  ;0.027;pix
IND-221302068778;4;PADRAO;1071.33;30.0;2026/5/2;1;141260.77;1.269,84;Telefone;Sim;0.186;Cartão
IND-221302565169;4;PREMIUM;1039.47;NA;28/04/2026;null;R$ 232.394,51;1222.17;Digital;OK;0.182;Boleto Bancario
IND-221302859770;3;Padrão;1538.7;1567.0;15 Feb 2022;1;84724.48;1765.68;Agente;1;0.138;Boleto
IND-221302394033;4;N/A;R$ 1.279,43;928.0;2023-11-16;1;R$126.715,86;968,36;Indicacao;OK;null;Cartão
IND-221301435879;2;Básica;R$ 1.292,85;2812.0;2018-09-19;2;115113.55;533.52;Indicacao;Em dia;0.05;Boleto
IND-221302846683;3;Padrão;R$ 769,46;1765.0; ;1;124.287,69;R$ 776,01; Agente;OK;0.111;debito
IND-221302495253;3;BASICA;NULL;2339.0;01-05-2020;1;140.630,44;R$ 1.073,60;Agente;1;0.151;Pix
IND-221301490241;3;padrao;R$ 1.411,10;1543.0;2022/3/11;1;R$77.435,42;R$ 1.644,08;Telefone;Sim;0.102;Pix
IND-221301075437;1;Prem.;1207.00;3014.0;01 Mar 2018;6;192642.74;1110.50;Digital;OK;0.077;Debito_Auto
IND-221301812719;3;padrao;1013.88;2303.0;2020-02-10;1;R$ 82.668,51;R$ 1.048,08;Digital;1;0.156;Debito Automatico
IND-221301025806;3;Padrao;1.389,60;2417.0;19 Oct 2019;1;98.815,23;R$1.361,62;Agente;OK;0.122;PIX
IND-221300790397;1;Premium;R$1.276,56;2683.0;26 Jan 2019;5;152009.75;R$ 888,08;Digital;OK;0.056;pix
IND-221302414030;1; ;1642.19;4743.0;06-06-2013;4;170332.10;R$1.644,71;  Agente;1;0.063;Debito_Auto
IND-221301294179;5;Básica;1.393,36;1284.0;2022/11/25;1;R$147.652,79;1516.4;Agente;S;0.245;Cartao
IND-221300595728;2;Basic;R$ 1.428,07;1323.0;2022/10/17;2;R$168.385,45;R$ 1.481,68;Agente;1;NA;Cartão
IND-221303125083;4;Basic;R$922,62;N/A;06-29-2022;1;R$ 105.301,82;R$ 589,72;Agente;OK;0.169;Debito Automatico
IND-221302883500;NA;padrao;R$1.178,70;4677.0;11 Aug 2013;2;122976.55;R$ 661,41;Agente  ;1;0.067;pix
IND-221302158900;3;Padrão;R$2.126,57;#N/D;01-07-2022;1;74055.94;R$ 1.212; Telefone;S;0.125;Debito_Auto
IND-221300223808;1;Premium;1178.72;3147.0;10-19-2017;4;R$ 145.100,69;R$ 798,01; ;OK;0.021;Boleto Bancario
IND-221300411001;N/A;Básica;R$ 1.739,04;1821.0;06/06/2021;2;R$ 125.641,08;814.12; Agente;Sim;0.121;debito
IND-221302380876;3;Prem.;R$1.910,71;1701.0;2021-10-04;2; ;893.12;Digital;OK;0.113;pix
IND-221300125232;2;Premium;1107.64;2319.0;25 Jan 2020;1;65.797,95;780.28;Agente;1;0.064;Pix
IND-221302714597;1;premium;R$ 1.356,16;3460.0;12-10-2016;4;176652.24;R$ 1.274,66;Indicacao;1;0.026;Debito Automatico
IND-221301311402;2;Basic;R$1.113,23;1190.0; ;2;140.050,92;R$ 815,62;Indicacao;OK;0.096;Debito_Auto
IND-221302202499;3;Std;R$ 1.392;2219.0;04 May 2020;1;455106.76;  ;Agente;Sim;0.086;boleto
IND-221303141101;4;Basic;1550.14;765.0;27 Apr 2024;1;R$ 87.199,99;846,66;  Digital;1;0.177;pix
IND-221300586100;4;Basica;R$ 1.235,94;2274.0;2020-03-10;1;98684.41;1358.7;Digital;Sim;0.204;PIX
IND-221301345365;2;PADRAO;R$ 1.315,41; ;?;2;R$ 140.190,03;R$ 1.098,11;Telefone ;OK; ;pix
IND-221300743536;4;Std;1.300,79;3224.0;08-03-2017;1;112515.05;R$ 873;Digital;Sim;0.133;DEB AUTO
IND-221300825379;2;PREMIUM;R$ 1.718;6393.0;2008/11/29;3;150060.44;1.011,92;Indicacao;1;0.051;Debito Automatico
IND-221303007863;4;padrao;R$ 1.229,26;771.0;-;1;146776.27;R$ 880,61;Agente;OK;0.165;CC
IND-221302498734;1;Prem.;R$ 1.474;3585.0;2016-08-07;5;R$131.511,73;1085.55;Agente;1;0.029;Cartão
IND-221302616554;2;basica;1274.41;2913.0;2018/6/10;2;R$141.877,30;R$758,94;Digital;S;0.075;Boleto
IND-221302457044; ;Std;R$ 1.445,41;2985.0;30/03/2018;1;120101.16;R$ 996,50; Indicacao;S;0.14;Boleto Bancario
IND-221302986238;5;#N/D;1.730,17;875.0;08 Jan 2024;1;R$150.476,35;1350.23;NA;1;NA;Pix
IND-221300929855;1;Prem.;1.635,44;3173.0;23/09/2017;N/A;199.966,22;R$ 1.193,32;Digital;Em dia;0.04;DEB AUTO
IND-221301362458;3;Basica;R$1.122,41;30.0;02 May 2026;1;79940.4;1.001,14; Telefone;Em dia;0.121;Boleto Bancario
IND-221300025862;2;Padrao;1009.99;30.0;2026/5/2;2;R$ 140.029;R$ 637;Indicacao;Em dia;0.085;Debito Automatico
IND-221303182057;3;PADRAO;R$ 797,63;2230.0;2020/4/23;1;131459.42;R$ 840,07;-;Em dia;0.139;Boleto
IND-221303006104;1;Prem.;1095.17;3352.0;#N/D;4;R$ 135.366,54;901.52;NULL;Sim;null;DEB AUTO
IND-221303125009;1;PREMIUM;1.022,31;4953.0;2012-11-08;4;119.008,78;R$ 526,21;Telefone;Nao;0.054;BOL
IND-221301506223;1;Std;1.175,32;1886.0;02 Apr 2021;4;R$ 158.181,51;R$ 718,70;Agente;S;0.057;pix
IND-221302526210;2;Premium;977.39;1987.0;2020-12-22;2;R$113.582,73;R$ 501;Agente ;S;0.062;CC
IND-221302491277;3;BASICA;R$1.122,93;538.0;10/12/2024;1;R$110.325,12;R$ 969;Agente;Em dia;0.156;  
IND-221301386284;4;Básica;1.042,71;30.0;02 May 2026;1;R$ 136.365;#N/D;Agente;Em dia;0.143;Boleto Bancario
IND-221301097735;2;Padrão;R$ 1.268,87;2234.0;2020-04-19;1;R$ 81.081;R$686,89;Digital ;Em dia;0.075;Cartão
IND-221303136781;2;Padrão;899.91;3476.0;N/A;2;138.224,73;607.75;Telefone;Em dia;0.117;pix
IND-221300841318;2;basica;1161.47;1327.0;13 Oct 2022;2;134234.65;501,40; Agente;S;0.087;Boleto Bancario
IND-221300363116;1;padrao;?;4779.0;2013-05-01;5;?;597.87;  Agente;Em dia;0.074;DEB AUTO
IND-221300392076;1;Premium;1429.83;4352.0;07-02-2014;4;R$ 118.539;R$ 1.428,47;Indicacao;Em dia;0.055;boleto
IND-221300949970;1;Padrao;R$ 1.384,90;3440.0;30 Dec 2016;5;136.664,96;R$ 985,42;Agente ;OK;0.078;Boleto
IND-221302457002;3;Std;1113.64;2015.0;24/11/2020;?;86.796,78;657,33;Digital;Sim;0.108;boleto
IND-221302861868;4;basica;R$1.880,72;2283.0;2020-03-01;1;92.726,15;R$ 992,51;Agente;Sim;0.173;Boleto Bancario
IND-221300104727;1;PADRAO;961.86;1508.0;15/04/2022;4;R$161.259,14;654.81;Telefone;Sim;0.026;Cartão
IND-221300285182;2;Padrao;R$ 1.616;2452.0;2019-09-14;1;R$ 67.697;1747.87;Indicacao;S;0.082;Cartao
IND-221302211151;NA;Basic;R$ 1.093;1937.0;02-10-2021;1;78.260,84;772.71;Indicacao;OK;0.115;BOL
IND-221300551640;?;Basica;R$ 1.332,76;1315.0;10-25-2022;1;119586.7;R$ 999,45;Telefone;0;0.138;Cartao
IND-221302143997;3;Básica;1.405,33;778.0;04-14-2024;1;118695.11;R$ 1.654,17;Agente;1;0.107;DEB AUTO
IND-221303014215;N/A;Plus;R$ 1.416,52;4520.0;2014-01-15;6;R$ 171.625,26;641,95;Indicacao;N;  ;Debito Automatico
IND-221300140830;1;Plus;1.096,70;3312.0;2017-05-07;5;132052.11;R$ 1.170,76;Telefone;Sim;0.019;pix
IND-221302941293;NULL;Std;R$830,61;816.0;07 Mar 2024;1;116085.48;R$ 828,03;Digital;S;0.081;Boleto Bancario
IND-221303185899;3;Basic;1.151,47;30.0;02/05/2026;1;R$ 115.368,69;891.69;Indicacao;Atrasado;#N/D;Debito Automatico
IND-221300707000;2;Básica;R$ 1.314,65;3778.0;2016-01-27;2;R$ 126.677;1.016,39;Telefone ;OK;0.072;Boleto Bancario
IND-221302322467;1;premium;R$ 1.114,15;5808.0;07/07/2010;4;159330.27;R$ 907,32;?;Sim;0.025;Cartão
IND-221302937629;3;premium;R$662,22;30.0;05-02-2026;1;R$ 123.031,70;695,50;Agente;S;0.126;Pix
IND-221303160366;2;PADRAO;R$ 755;2406.0;30/10/2019;1;R$ 82.184,90;873.68;Indicacao ;N;0.075;DEB AUTO
IND-221302083767;2;PADRAO;1126.44;4614.0;13 Oct 2013;2;R$471.528,24;R$ 1.298,18;Indicacao;Em dia;0.112;Cartao_Credito
IND-221300056296;2;premium;R$ 1.175,11;2064.0;06 Oct 2020;2;R$ 154.450,61;R$ 800,68;Agente;Sim;0.055;Cartao
IND-221301515713;2;Padrao;1.115,22;1486.0;07/05/2022;2;146113.55;R$525,02;Digital;Sim;0.074;Boleto Bancario
IND-221301165503;1;Padrão;R$ 1.545;1045.0;2023/7/22;5;R$113.701,28;R$ 962,06;Telefone;Sim;0.012;DEB AUTO
IND-221302636759;2;Basica;1.256,39;2810.0;2018/9/21;2;?;R$ 1.123,71; Digital;Sim;0.094;Cartao_Credito
IND-221301206731;5;Padrão;1.536,98;1944.0;-;-;R$141.541,07;R$1.312,79;Telefone ;1;0.214;Boleto
IND-221300245251;3;basica;1.502,87;1732.0;2021-09-03;1;R$84.513,37;R$ 1.074,12;Agente;1;0.129;Cartão
IND-221302177614;1;Plus;R$ 1.420,36;4618.0;10-09-2013;5;R$177.649,04;R$1.240,20;Digital;1;0.016;Debito Automatico
IND-221300690426;null;Std;R$ 1.209,04;4246.0;16 Oct 2014;5;R$ 560.941,24;R$1.006,75;Telefone;S;0.044;DEB AUTO
IND-221300682377;5;BASICA;1.662,69;1703.0;2021/10/2;1;R$ 142.298,67;1372.93;Digital;Sim;0.206;Boleto
IND-221302789269;4;basica; ;1283.0;26/11/2022;1;100736.98;R$ 1.252,63; Agente;Em dia;0.168;PIX
IND-221300179512;1;Prem.;R$ 1.380,09;3144.0;2017/10/22;5;204540.84;R$ 1.500;Telefone;1;0.034;PIX
IND-221301241080;4;Std;  ;2033.0;2020/11/6;1;R$103.704,66;584,48;Agente;Em dia;0.171;debito
IND-221302085192;1;PADRAO;R$ 1.055,85;3019.0;2018-02-24;4;226037.96;1262.41;Digital;Sim;0.031;Debito_Auto
IND-221300074150;4;padrao;1251.42;2512.0;;1;R$ 119.608,55;1.332,91;Agente;OK;0.159;Boleto Bancario
IND-221300856066;2;Prem.;R$ 1.198,44;3636.0;06-17-2016;2;R$ 122.335;1419.53;Telefone;N;0.076;Debito Automatico
IND-221303129160;2;PADRAO;R$ 1.153,54;2479.0;  ;1;66.685,82;868.81;Telefone ;NULL;0.088;pix
IND-221301871828;3;PREMIUM;1.830,99;4256.0;06/10/2014;2;R$ 109.474,07;1290.45;Digital;null;0.098;Boleto Bancario
IND-221301221448;2;premium;1396.54;1607.0;2022-01-06;2;111516.02;R$ 1.551,99;Agente;S;0.073;debito
IND-221300023215;4;Basic;R$1.290,24;1447.0;2022/6/15;1;R$ 133.948,17;1.159,32;Agente;OK;0.153;Boleto
IND-221302989899;3;Basica;R$ 1.196,83;2023.0;16 Nov 2020;1;R$ 101.740,93;NA;Digital;Atrasado;0.123;debito
IND-221301186862;4;basica;960.53;30.0;2026/5/2;1;135006.02;R$ 471,39;Agente;1;0.15;Cartão
IND-221300591043;1;basica;1.308,78;1880.0;2021/4/8;6;R$ 168.624,75;1405.01;Telefone;Em dia;0.045;BOL
IND-221301031644;4;basica;R$ 1.364,91;3055.0;2018-01-19;2;NULL;646,52;Digital;1;0.175;Pix
IND-221302361318;2;Prem.;1141.92;3346.0;2017-04-03;3;R$ 162.540,57;783,11;Indicacao;NULL;0.064;Debito Automatico
IND-221301952168;3;Padrao;R$ 778,64;625.0;2024-09-14;1;-;428.49;Telefone;1;0.135;BOL
IND-221300505046;4;basica;1160.14;2148.0;07-14-2020;1;R$ 115.118;1230.22;Indicacao;Sim;0.128;Cartao
IND-221300816001;5;Padrao;R$ 1.512;2127.0;N/A;1;R$133.695,81;821,24;Indicacao  ;1;0.234;Boleto
IND-221300389275;3;Plus;933,31;1746.0;20/08/2021;1;R$ 121.779,12;R$ 772,93;Indicacao;S;0.111;Boleto
IND-221302363312;-;Padrão;1045.47;2127.0;04/08/2020;NULL;106188.29;R$ 1.005,51;Indicacao;Em dia;0.151;BOL
IND-221301190109;4;BASICA;R$ 1.139,83;-;22 Feb 2021;1;R$ 168.906;1071.67;  ;  ;0.172;debito
IND-221300422963;N/A;BASICA;1509.26;1563.0;19 Feb 2022;1;R$ 136.194,83;743,56;Telefone;1;0.167;Cartão
IND-221300461939;5;BASICA;1762.57;1561.0;2022-02-21;1;136.314,01;870,00;Indicacao;OK;0.216;Boleto Bancario
IND-221301623349;1;premium;R$ 921;1858.0;2021/4/30;4;145588.38;591,39;Agente;NULL;0.047;DEB AUTO
IND-221300940882;1;PREMIUM;1034.66;3904.0;2015-09-23;4;R$ 174.629,52;759.01;Agente  ;Em dia;0.06;DEB AUTO
IND-221300141576;2;PADRAO;1425.6;-;2021-04-17;NA;R$ 175.582,23;1472.54;Telefone;S;0.058;Debito_Auto
IND-221300309886;1;Premium;R$ 1.046,25;2776.0;2018-10-25;4;178404.48;887,25;Indicacao;OK;0.029;Cartao_Credito
IND-221300338341;1;Padrao;R$ 1.130,80;3994.0;2015-06-25;4;125.203,92;985.25;  Digital;OK;0.041;BOL
IND-221302532292;2;PADRAO;R$ 1.145,38;2659.0;19/02/2019;2;120.704,29;995,50;Agente;Sim;0.086;Cartão
IND-221301038655;3;Basica;R$ 1.076,99;511.0;2025-01-06;1;R$ 99.998;R$ 831,35;Agente ;OK;0.14;DEB AUTO
IND-221303268719;#N/D;PADRAO;R$1.511,42;2172.0;20/06/2020;2;132566.90;1.474,00;#N/D;1;0.118;BOL
IND-221300320600;2;Plus;R$1.361,41;-;17 Oct 2018;2;133076.03;R$ 1.251,18;Telefone;NA;0.049;DEB AUTO
IND-221301762248;3;Basica;R$1.325,86;3330.0;19 Apr 2017;1;115551.61;R$ 534,54;Digital;Sim;0.096;Cartao
IND-221301122962;3;basica;R$979,87;2678.0;31/01/2019;1;R$ 120.406,66;613,91;Digital;1;0.097;Pix
IND-221300046388;1;premium;1.136,70;3631.0;2016/6/22;6;R$ 193.909;R$ 1.003;Agente;Em dia;0.052;Boleto
IND-221300095253;4;Básica;R$1.478,59;30.0;NULL;1;R$ 159.962,88;R$ 1.256,34;Agente;S;0.167;PIX
IND-221302299065;2;PADRAO;1080.45;851.0;01 Feb 2024;NULL;R$ 114.613,95;R$ 1.260,77;Digital;Em dia;0.121;pix
IND-221301035956;3;Basica;1371.26;178.0;2025/12/5;1;76.101,74;764.21;Agente;OK;0.131;debito
IND-221301715163;4;basica;1.038,49;30.0;02 May 2026;1;146728.08;R$ 1.022,19;-;1;0.125;pix
IND-221301009776;  ;premium;1648.22;2881.0;2018-07-12;5;R$167.303,56;R$ 1.514;Indicacao;S;0.051;debito
IND-221301034342;4;Padrao;1.558,28;490.0;27 Jan 2025;1;141.259,50;R$ 1.662,19;Telefone ;OK;0.1;DEB AUTO
IND-221300086908;4;PADRAO;R$ 1.236,21;149.0;03 Jan 2026;1;R$ 141.350,74;527.71;Telefone;-;0.165;Debito_Auto
IND-221301275561;1;premium;898.77;  ;2015-10-07;5;R$ 200.828,50;542.93;Agente  ;Sim;0.042;Debito Automatico
IND-221302443746;3;Basic;1.490,98;3202.0;08-25-2017;1;R$ 110.604,85;R$ 966,09;Agente;S;0.123;DEB AUTO
IND-221303200438;3;Padrão;2825.25;1836.0;05-22-2021;1;999.999.999,00;979,17;Telefone;1;0.102;DEB AUTO
IND-221302630166;3;Basic;R$914,31;1766.0;31/07/2021;1;114633.92;R$ 633,36;;1;0.104;Cartao
IND-221302911183;1;PREMIUM;R$ 1.429,76;1201.0;2023-02-16;5;123735.44;1035.2;Indicacao;Sim;0.033;DEB AUTO
IND-221300176733;1;Prem.;R$1.163,69;6985.0;04-17-2007;4;null;-;  ;OK;0.062;Boleto Bancario
IND-221302247925;1;Prem.;3321.03;3595.0;28/07/2016;4;R$ 147.788,90;R$ 845,02;Agente;OK;0.05;Cartao_Credito
IND-221301149557;4;Basic;R$ 1.518,81;881.0;01-02-2024;1;120.995,55;R$ 1.468,02;Digital  ;S;0.183;DEB AUTO
IND-221301117166;3;PADRAO;1.090,37;581.0;10-28-2024;1;R$ 109.019;R$ 454,52;Agente;OK;0.124;CC
IND-221302843883;4;basica;null;342.0;06-24-2025;1;R$ 106.446,92;811,18;Telefone ;1;0.177;Debito_Auto
IND-221303139813;3;Básica;4.074,12;419.0;04-08-2025; ;118.431,90;1141.5;Agente;N/A;0.126;boleto
IND-221301236003;1;Premium;R$ 1.218,78;3307.0;2017/5/12;4;NULL;R$1.418,59;Telefone;Sim;0.034;DEB AUTO
IND-221302131236;1;premium;1.715,43;30.0;2026-05-02;5;148992.17;R$1.014,54;Agente;Em dia;0.065;Boleto
IND-221301341681;1;Plus;1433.58;2160.0;2020-07-02;4;168.438,70;R$ 1.302,22;Digital;Em dia;0.019;Debito_Auto
IND-221302485067;null;padrao;951.20;5904.0;02/04/2010;4;R$ 174.029;NA;Telefone;OK;0.019;BOL
IND-221303214165;3;BASICA;R$ 1.140,98;3174.0;09-22-2017;1;99371.95;831.68;Telefone;OK;0.101;Boleto Bancario
IND-221303128379;4;Basic;975,90;2970.0;2018-04-14;1;139687.19;985,08;Agente ;1;0.175;Debito_Auto
IND-221302249328;4;basica;R$ 1.271,72;-;09/07/2020;1;R$104.253,52;666.97;Agente;Em dia;0.149;Boleto Bancario
IND-221300989275;N/A;Plus;1119.63;4604.0;23 Oct 2013;4;R$ 160.811,79;R$ 1.052,95; Indicacao;OK;0.032;PIX
IND-221302979102;4;basica;R$ 1.122,41;2126.0;05/08/2020;1;R$116.863,87;470.69;Telefone;Atrasado;0.166;Debito_Auto
IND-221302928418;4;Basic;R$ 966,69;30.0;2026-05-02;1;121121.87;R$ 635,31;Agente;OK;0.156;Cartao_Credito
IND-221301092597;1;Plus;R$1.430,31;3307.0;12/05/2017;#N/D;203.024,66;1358.07;Indicacao;OK;0.036;PIX
IND-221300851534;3;BASICA;1829.46;2634.0;2019-03-16;2;122702.12;;Agente;OK;0.114;Boleto
IND-221301419329;3;PADRAO;R$ 1.001,33;1337.0;03 Oct 2022;1;R$ 122.551,37;534.80;Digital;Sim;0.1;Pix
IND-221301349187;4;BASICA;R$1.156,59;3143.0;23 Oct 2017;1;R$ 108.830;R$ 999;  Telefone;Em dia;0.157;Cartao_Credito
IND-221301004860;1;premium;R$4.210,89;4626.0;01 Oct 2013;4;null;986.85;Indicacao;1;0.044;Boleto Bancario
IND-221300465960;4;Basica;1054.24;554.0;2024-11-24;N/A;120885.74;R$ 1.200,49;Digital;1;0.148;Debito_Auto
IND-221302796216;4;Basic;R$ 1.121;2089.0;2020-09-11;1;R$ 149.915;R$ 691,50;Telefone;OK;0.156;Cartão
IND-221301468615;1;premium;R$ 1.630,90;1794.0;03/07/2021;5;176962.98;R$ 1.628,82; Indicacao;OK;0.062;NULL
IND-221303020563;2;Básica;988.09;2069.0;01/10/2020;2;159.360,12;566.04;Agente;Em dia;0.082;BOL
IND-221301015537;1;Prem.;548.9;3216.0;11 Aug 2017;2;;R$ 526,19;Indicacao ;S;0.029;Cartao
IND-221302781820;2;premium;1.147,36;1447.0;2022/6/15;NULL;R$160.985,47;1157.40; Indicacao;-;0.096;N/A
IND-221300383449;1;premium;898,73;3673.0;05-11-2016;4;166.104,36;R$ 681;Digital;OK;0.022;Cartao_Credito
IND-221302704543;1;Padrão;R$ 925,16;2389.0;2019/11/16;4;R$ 187.775,19;;Indicacao  ;Em dia;0.079;Boleto
IND-221303223850;3;BASICA;1008.87;2785.0;2018/10/16;1;134847.21;R$ 413,69;Agente ;S;0.107;Cartao_Credito
IND-221301785059;-;NA;1.136,43;1934.0;2021-02-13;4;R$ 121.695,05;R$ 528,28;?;S;0.046;Debito_Auto
